,state_query,action_result
6660,6660,"6776, 6777"
6661,6661,"92, 93, 7967, 9941"
6662,6662,"71, 289, 310, 385, 492, 542, 644, 783, 994, 1104, 1105, 1158, 1676, 1738, 1771, 2214, 2363, 2571, 2595, 2599, 2878, 3339, 4098, 4190, 4503, 4711, 5354, 5419, 5432, 6337, 7306, 8503, 8518, 8657, 9169, 9505, 9558, 9636, 10045, 10605, 10708, 10717"
6663,6663,"1738, 4338, 7365, 8942, 9488, 9489, 9935, 9936, 10708"
6664,6664,"1934, 8026, 8657"
6665,6665,"606, 769, 1555, 1738, 2053, 2292, 2602, 3726, 6510, 7365, 9483, 9505, 10448"
6666,6666,6666
6667,6667,"1728, 6668"
6668,6668,"1728, 6668"
6669,6669,"58, 606, 687, 1145, 1705, 1738, 1799, 1992, 1993, 2428, 2584, 2966, 3412, 3413, 4274, 6369, 6510, 7313, 7776, 8261, 9194, 9719, 9739, 10272, 10332, 10605, 10944"
6670,6670,"641, 902, 2403, 4028, 5795, 7613, 10161"
6671,6671,"301, 315, 2032, 2424, 2446, 2447, 2498, 2648, 3007, 3178, 3995, 3996, 5418, 5419, 6014, 6148, 7642, 7918, 8414, 8565, 9629, 11450"
6672,6672,"779, 1145, 1385, 1490, 1890, 2349, 2692, 2900, 3064, 3606, 5216, 5324, 5582, 5837, 5838, 5960, 7002, 7621, 7790, 7843, 8026, 8417, 8657, 8947, 9276, 9748, 11183, 11271"
6673,6673,"1145, 1896, 7790"
6674,6674,"779, 1145, 1385, 1490, 1890, 2349, 2692, 2900, 3064, 3606, 5216, 5324, 5582, 5837, 5838, 5960, 7002, 7621, 7790, 7843, 8026, 8417, 8657, 8947, 9276, 9748, 11183, 11271"
6675,6675,"1145, 1896, 7790"
6676,6676,"489, 769, 1145, 1705, 1737, 2545, 2546, 2900, 3726, 4946, 7365, 8657, 8692, 9733, 9868"
6677,6677,"58, 310, 1145, 1737, 1738, 4080, 4315, 5253, 5254, 7365, 8503, 8657, 8942, 9256, 9482, 9502, 9505, 9748, 9935, 9936, 10717"
6678,6678,1888
6679,6679,"526, 641, 1082, 4694, 5123, 7980, 8261, 8987, 10332, 10646"
6680,6680,"1345, 1359, 1387, 2707, 2708, 2709, 3255, 3262, 3490, 7045, 7181, 7746, 8162, 9390, 9470, 11286, 11301"
6681,6681,9679
6682,6682,"242, 3638, 3680, 4222, 5851, 6016, 6017, 7754"
6683,6683,"3534, 7124, 11008"
6684,6684,"2122, 2123, 5543, 5649, 6425, 6981, 8330, 8331, 10123, 10370, 10931"
6685,6685,"2151, 3455, 4080, 4980, 5393, 5451, 9500, 9739, 10421, 11058"
6686,6686,"2151, 3455, 4080, 4980, 5393, 5451, 9500, 9739, 10421, 11058"
6687,6687,"253, 254, 255, 963, 1149, 1208, 1229, 1230, 1231, 2599, 2834, 3007, 6686, 7141, 7642, 10294, 10820, 11259"
6688,6688,"1676, 1802, 9542, 9615"
6689,6689,"1551, 2233, 8144, 8455, 10707"
6690,6690,"968, 4402, 9505, 11068"
6691,6691,"1035, 1098, 1113, 1893, 2118, 2163, 2406, 2407, 2479, 2692, 3593, 3916, 4838, 4980, 6615, 7028, 7302, 8247, 8270, 8277, 8657, 9273, 9525, 9581, 9623, 9624, 9625, 10248, 10534, 10717, 10802"
6692,6692,6985
6693,6693,"849, 1113, 1320, 3491, 3492, 6703, 8414"
6694,6694,"767, 1346, 1347, 5536, 6703"
6695,6695,"2143, 4800, 4801, 5035, 5036, 10240, 10718"
6696,6696,"783, 2066, 2979, 8156, 9618"
6697,6697,"140, 141, 4730"
6698,6698,"1354, 1355, 4980, 5540, 6668, 6699, 7365, 7523, 8248, 9462, 9483, 11037"
6699,6699,6699
6700,6700,"5701, 5702, 5703"
6701,6701,6666
6702,6702,"6641, 6692"
6703,6703,"1500, 2361, 5398, 6858, 8270, 8446, 9653, 10727, 11156"
6704,6704,9483
6705,6705,"1736, 10597"
6706,6706,"650, 1738, 2562, 2563, 2564, 9483, 11037"
6707,6707,"1340, 6678"
6708,6708,"58, 162, 275, 606, 1027, 1135, 1145, 2213, 2498, 2692, 3772, 3773, 3774, 3993, 4312, 4946, 5290, 5425, 5551, 5994, 6780, 6802, 7029, 7291, 7318, 7732, 7790, 7858, 8119, 8129, 8199, 8503, 8637, 8708, 8777, 9073, 9151, 9233, 9287, 9482, 9488, 9489, 9495, 9525, 9554, 9618, 10332, 10907, 10944"
6709,6709,"1719, 1737, 3455, 4315, 5336, 8632, 8795, 9076, 9505, 10717, 11025, 11037"
6710,6710,"1290, 1403, 2878, 5999, 6710, 7022, 9885, 10045, 10708, 11017, 11223"
6711,6711,"3739, 3934, 5094, 5098, 5336, 8280, 9104, 10913"
6712,6712,6710
6713,6713,"289, 385, 762, 1137, 1158, 1428, 1738, 2213, 8503, 9033, 9483, 9505, 9558, 9621, 9622, 10045, 10429, 10708, 11276"
6714,6714,"1068, 1474, 1765, 1802, 2143, 2367, 2792, 2793, 2834, 3446, 3447, 3448, 4338, 5393, 5454, 5455, 5768, 6740, 6754, 6763, 6781, 7127, 7386, 7781, 7819, 7832, 9650, 9875, 10729, 11145"
6715,6715,"385, 783, 1676, 1812, 2143, 3977, 4503, 4517, 5166, 5918, 7278, 7306, 8503, 9500, 9558, 9875, 10717, 10792"
6716,6716,"71, 385, 650, 1398, 1474, 1738, 1794, 1896, 2143, 2524, 2535, 2571, 2834, 3583, 3590, 3899, 4315, 4402, 4517, 5487, 5918, 7365, 7386, 7797, 8206, 8207, 8318, 9194, 9228, 9505, 9558, 10289, 10363, 11169, 11258"
6717,6717,"1068, 1474, 1765, 1802, 2143, 2367, 2792, 2793, 2834, 3446, 3447, 3448, 4338, 5393, 5454, 5455, 5768, 6740, 6754, 6763, 6781, 7127, 7386, 7781, 7819, 7832, 9650, 9875, 10729, 11145"
6718,6718,"385, 783, 1676, 1812, 2143, 3977, 4503, 4517, 5166, 5918, 7278, 7306, 8503, 9500, 9558, 9875, 10717, 10792"
6719,6719,"71, 385, 650, 1398, 1474, 1738, 1794, 1896, 2143, 2524, 2535, 2571, 2834, 3583, 3590, 3899, 4315, 4402, 4517, 5487, 5918, 7365, 7386, 7797, 8206, 8207, 8318, 9194, 9228, 9505, 9558, 10289, 10363, 11169, 11258"
6720,6720,"1068, 1474, 1765, 1802, 2143, 2367, 2792, 2793, 2834, 3446, 3447, 3448, 4338, 5393, 5454, 5455, 5768, 6740, 6754, 6763, 6781, 7127, 7386, 7781, 7819, 7832, 9650, 9875, 10729, 11145"
6721,6721,"385, 783, 1676, 1812, 2143, 3977, 4503, 4517, 5166, 5918, 7278, 7306, 8503, 9500, 9558, 9875, 10717, 10792"
6722,6722,"71, 385, 650, 1398, 1474, 1738, 1794, 1896, 2143, 2524, 2535, 2571, 2834, 3583, 3590, 3899, 4315, 4402, 4517, 5487, 5918, 7365, 7386, 7797, 8206, 8207, 8318, 9194, 9228, 9505, 9558, 10289, 10363, 11169, 11258"
6723,6723,"877, 878, 1086, 1115, 1475, 1782, 2066, 2442, 2446, 2447, 2460, 2465, 2472, 2474, 2479, 2489, 2498, 2503, 4782, 4884, 5451, 6953, 7275, 7778, 7918, 8090, 8131, 8291, 9610, 9867, 10705, 10741"
6724,6724,"2198, 7324, 10345"
6725,6725,"1778, 1779, 3916, 6057"
6726,6726,"2170, 2343, 2460, 2787, 5454, 5455, 5758, 6484, 8432, 9221, 9618, 9632, 10910"
6727,6727,"1145, 1890, 1932, 2806, 3455, 4736, 5828, 6398, 7302, 8030, 8131, 9898, 9926, 11135"
6728,6728,"385, 1676, 1990, 2460, 6754, 9427"
6729,6729,"289, 1086, 1098, 1236, 1237, 1436, 1446, 1893, 2214, 2402, 2460, 2479, 2498, 2787, 2806, 2819, 2820, 2834, 3899, 3916, 4774, 4784, 5051, 5123, 6059, 6754, 6763, 6778, 6794, 6803, 6858, 7119, 7896, 8131, 8270, 8518, 8708, 9194, 9218, 9623, 9624, 9653, 9657, 10717, 10741, 11139"
6730,6730,"289, 1092, 1099, 1104, 1105, 1785, 1798, 2126, 2979, 4315, 4495, 5235, 5918, 7306, 7417, 8206, 8207, 8503, 9037, 9194, 9558, 9635, 10792, 11276"
6731,6731,"691, 692, 1531, 2752, 4644, 5336, 5382, 6780, 7359, 7972, 8345, 8792, 8795, 8801, 9024, 9618, 10483"
6732,6732,"2165, 2406, 2407, 3583, 3593, 6778, 6858, 7896, 7928, 7972, 8852, 9218, 9915, 11478"
6733,6733,"1812, 6735, 6736, 7306"
6734,6734,"6734, 6750"
6735,6735,"783, 1474, 2032, 6734, 8503, 8604, 8807, 9396, 9500"
6736,6736,"3107, 6735, 6736, 7896, 8368, 9625"
6737,6737,10198
6738,6738,3688
6739,6739,"1035, 1086, 1092, 1578, 1738, 1896, 1934, 2349, 2406, 2407, 2503, 2819, 2966, 3590, 4224, 4315, 4980, 5123, 5543, 5918, 6764, 6772, 6773, 6861, 7781, 8206, 8207, 8261, 8503, 8518, 8852, 9035, 9073, 9558, 9653, 10717, 10903, 11464"
6740,6740,5369
6741,6741,"1750, 5369, 5400, 6740, 6741, 6868"
6742,6742,1750
6743,6743,"310, 1417, 1782, 2163, 2165, 2349, 2406, 2407, 3583, 4224, 5419, 6802, 6868, 7843, 7928, 8270, 8393, 8408, 8503, 8852, 10575, 10600, 11478"
6744,6744,"71, 1771, 2349, 3583, 3590, 3899, 4224, 4299, 6780, 6788, 7928, 9252, 9261, 9433, 9482, 9554, 9630, 10560, 10600, 10841"
6745,6745,"3916, 4224, 6731, 7928, 10600, 11478, 11486"
6746,6746,"71, 1771, 2349, 3583, 3590, 3899, 4224, 4299, 6780, 6788, 7928, 9252, 9261, 9433, 9482, 9554, 9630, 10560, 10600, 10841"
6747,6747,"3916, 4224, 6731, 7928, 10600, 11478, 11486"
6748,6748,"223, 384, 992, 1676, 1794, 5069, 6399, 6429, 6884, 7154, 7155, 7189, 8379, 8380, 8397, 9550, 9630, 10850, 11090"
6749,6749,"4374, 6750, 6763, 8291"
6750,6750,"2792, 2793, 5035, 5036, 6763, 7127, 8283, 8792, 10719, 10727, 10729, 10741"
6751,6751,"3446, 3447, 3448, 6730"
6752,6752,"1906, 2404, 5251, 5252, 6730, 7731, 8906, 10363, 11219"
6753,6753,"3575, 11243, 11411"
6754,6754,"1771, 2331, 2363, 2811, 4503, 5199, 5200, 5717, 6754, 6755, 6782, 7127, 8034, 8480, 9558"
6755,6755,"385, 3446, 3447, 3448, 4468, 5037, 5038, 7306, 9033, 10730"
6756,6756,"2233, 6730"
6757,6757,"6735, 6736, 6822, 7127, 8393, 8792, 11145"
6758,6758,"1676, 2404, 3082, 4503, 4995, 5354, 8206, 8207, 9169, 9558, 9657, 10560"
6759,6759,"545, 1883, 5026, 5027, 5478, 10793"
6760,6760,"2371, 2384, 2825, 4495, 4994, 6778, 6860, 6861, 7848, 7896, 8684, 8852, 9205"
6761,6761,"2371, 2384, 2825, 4495, 4994, 6778, 6860, 6861, 7848, 7896, 8684, 8852, 9205"
6762,6762,"2358, 4503, 7227"
6763,6763,"259, 260, 1869, 6822, 7832, 9228, 10560, 10955, 11082"
6764,6764,"2828, 8266"
6765,6765,7549
6766,6766,2046
6767,6767,"2046, 6156, 6157, 7989"
6768,6768,"1964, 2047, 2438, 3946, 3965, 4042, 6739, 6772, 6773, 8177, 8178, 8287, 9071, 9371"
6769,6769,"1092, 2442, 4042, 6772, 6773, 7227, 9558"
6770,6770,"5026, 5027, 7613, 9204"
6771,6771,6770
6772,6772,"2046, 6739, 6772, 6773"
6773,6773,"1705, 2252, 2428, 4294, 10648"
6774,6774,"2046, 6739, 6772, 6773"
6775,6775,"1705, 2252, 2428, 4294, 10648"
6776,6776,"2046, 6739, 6772, 6773"
6777,6777,"1705, 2252, 2428, 4294, 10648"
6778,6778,"992, 995, 1176, 1771, 2032, 2214, 2367, 2373, 3092, 3899, 6740, 6802, 6822, 7896, 8393, 8409, 8446, 8503, 8774, 8852, 9035, 9252, 9424, 9440, 9742, 10715, 10841"
6779,6779,"2361, 5110, 5877, 8852, 10087, 10714, 11087"
6780,6780,"2367, 5069, 6345, 8089, 9320, 10560, 11132, 11472"
6781,6781,"2367, 4080, 5809, 5918, 7127, 7781, 8109, 9558, 10310, 10421, 10728, 10729, 10741, 11082"
6782,6782,"71, 72, 256, 257, 258, 385, 606, 683, 1020, 1068, 1104, 1105, 1530, 1738, 1771, 1896, 2599, 3485, 3493, 3494, 5253, 5254, 5487, 5918, 6059, 6803, 7127, 8518, 8571, 8795, 9252, 9558, 9630, 9657, 9909, 10337, 10363, 10544, 10717, 10955, 11160"
6783,6783,"1799, 2179, 4828, 6369, 8451, 8783, 9837, 11141, 11440"
6784,6784,"71, 385, 992, 1474, 1794, 2214, 2599, 2792, 2793, 2834, 4080, 4517, 5253, 5254, 6788, 6803, 7210, 7846, 8405, 8503, 9482, 9500"
6785,6785,"1436, 1474, 2381, 2792, 2793, 4080, 6803, 7306, 7819, 7846, 8448, 8449, 8503, 8518, 9657, 11145, 11352"
6786,6786,"1104, 1105, 1798, 10901"
6787,6787,"6754, 7819, 8374, 8448, 8449, 9035"
6788,6788,"1436, 1446, 2825, 4224, 6754, 6788, 7313, 7896, 8270, 8503, 8518, 9505, 9657, 10579, 10901"
6789,6789,"1068, 1086, 1098, 1436, 1474, 1490, 1771, 1798, 2792, 2793, 2811, 2819, 2825, 3899, 4080, 4224, 4517, 4780, 4784, 5253, 5254, 6788, 6794, 6803, 7119, 7239, 7313, 7843, 7846, 8131, 8270, 8374, 8503, 8518, 9482, 9505, 9630, 9657, 9915, 11145, 11352"
6790,6790,"1068, 1436, 1440, 1495, 1676, 3899, 4517, 4784, 4873, 6026, 6754, 6781, 6803, 7386, 7819, 8374, 8428, 9169, 9657, 10786, 11145, 11352"
6791,6791,1150
6792,6792,"987, 1021, 1474, 1812, 2381, 2792, 2793, 4080, 4517, 4774, 4780, 4784, 6788, 6803, 7846, 8503, 9500, 9643, 9650, 9875, 11145"
6793,6793,"1086, 1092, 1135, 1417, 1439, 2032, 2349, 2428, 2442, 2472, 2498, 2692, 2811, 2816, 2819, 2825, 3178, 3583, 4224, 4299, 4782, 5398, 5749, 6731, 6803, 7275, 7918, 7927, 7928, 8270, 8374, 8503, 8518, 8792, 8795, 8852, 9024, 9167, 9265, 9657, 11118"
6794,6794,"877, 878, 1092, 1417, 1575, 2198, 2472, 2966, 5333, 6799, 6802, 7119, 7275, 7408, 7778, 8277, 8414, 9482, 9525, 9867"
6795,6795,"1092, 1421, 1935, 2832, 3758, 3759, 4780, 4873, 5810, 6754, 6772, 6773, 6781, 7386, 7781, 7797, 7819, 7832, 8274, 8374, 9657, 9875, 10348, 11145, 11352, 11471"
6796,6796,"1474, 2792, 2793, 4517, 4780, 4784, 6337, 6788, 6803, 7846"
6797,6797,"1086, 1436, 2442, 2460, 2465, 2472, 2787, 2811, 2819, 2825, 3455, 4224, 4299, 4782, 6731, 7313, 8131, 8374, 9657, 9846, 11118"
6798,6798,"507, 508, 522, 2956, 3897, 3915, 3919, 4711, 5122, 5393, 6024, 7306, 10245"
6799,6799,"1896, 2349, 2442, 2966, 3412, 3413, 3993, 5512, 5513, 6780, 6934, 7163, 7164, 8116, 8261, 8417, 9194, 9209, 9613, 9706, 10901, 11323"
6800,6800,"596, 1086, 1135, 1474, 1490, 1625, 1738, 1782, 2032, 2349, 2428, 2692, 3455, 4080, 4224, 5410, 6802, 7843, 8503, 9024, 9482, 9500, 9505, 11135, 11352"
6801,6801,"1068, 1474, 2792, 2793, 4517, 4784, 6788, 6803, 7819, 9875"
6802,6802,"1495, 1522, 1533"
6803,6803,"4174, 4175, 4176, 4769, 6892, 10585, 11471"
6804,6804,"1474, 4780, 6788, 6794, 6803, 7846"
6805,6805,"606, 1086, 1474, 1575, 2032, 2349, 4080, 4224, 4517, 4780, 6788, 6803, 7119, 7846, 8270, 8503, 8841, 9482, 9505, 9554, 9630, 11145, 11352"
6806,6806,"313, 385, 1440, 1676, 2535, 3446, 3447, 3448, 5810, 8318, 8325, 9542, 9630"
6807,6807,1021
6808,6808,"1068, 6810, 9724"
6809,6809,"1104, 1105, 3957, 10741"
6810,6810,"1068, 1896, 2118, 3493, 3494, 3594, 6810, 7274"
6811,6811,"3903, 3904"
6812,6812,"2353, 6414, 8706"
6813,6813,"8, 22, 606, 992, 1474, 1490, 2349, 2428, 5429, 6749, 6802, 6934, 7843, 8408"
6814,6814,"385, 1098, 1812, 2214, 2249, 2363, 3446, 3447, 3448, 3549, 3590, 4080, 4503, 5393, 5649, 5918, 6024, 6740, 6754, 7278, 7306, 7778, 9033, 9500, 10575, 10717"
6815,6815,"146, 483, 484, 553, 723, 1117, 1210, 1668, 2151, 2692, 3064, 4378, 4433, 4793, 5333, 5429, 5772, 6484, 6815, 7637, 7706, 7842, 8091, 8215, 8277, 9610, 9734, 10426, 10540, 10724, 10727, 10913, 11154"
6816,6816,"253, 254, 255, 2015, 9024, 9488, 9489, 10741, 10820"
6817,6817,"385, 762, 783, 877, 878, 1099, 1738, 2535, 2562, 2563, 2564, 2595, 3977, 4925, 4980, 5419, 7591, 7750, 8318, 8503, 9033, 9396, 9621, 9622, 9633, 9635"
6818,6818,"1068, 1086, 1145, 1490, 1883, 1896, 2349, 2428, 2460, 2472, 2787, 2806, 3455, 3801, 4732, 5253, 5254, 5324, 5354, 5478, 6794, 8391, 9505, 9630, 9728, 9846, 9909, 10717, 10826"
6819,6819,"4681, 7831"
6820,6820,"602, 2429, 2446, 2447, 2888, 4008, 6851, 8801, 9643, 11364"
6821,6821,"2806, 4363, 10574"
6822,6822,"71, 89, 371, 606, 812, 1068, 1195, 1202, 1474, 1494, 2054, 2151, 2278, 2342, 2349, 2428, 2715, 4315, 6432, 6927, 7831, 7913, 7969, 8112, 8113, 8417, 9343"
6823,6823,"1474, 2148, 2571, 5026, 5027, 8503, 8708, 9751"
6824,6824,"553, 1271, 4083, 4378, 5426, 6501, 6690"
6825,6825,"72, 596, 606, 1062, 1218, 1462, 1490, 1530, 2170, 2183, 2428, 2429, 2446, 2447, 2472, 2498, 2692, 2900, 3264, 3592, 4725, 4768, 5030, 5336, 5419, 5641, 5749, 6851, 7306, 7784, 8090, 8129, 8277, 8414, 8777, 8783, 8841, 9024, 9222, 9276, 9568, 9626, 10654"
6826,6826,"1068, 6507, 6826"
6827,6827,"154, 301, 538, 572, 966, 2032, 2428, 2461, 3176, 5419, 5796, 6369, 7776, 7796, 8217, 8456, 8484, 8570, 10320"
6828,6828,"1436, 1446, 2032, 2163, 2165, 2195, 2214, 2787, 3384, 8261, 10717, 10741"
6829,6829,"1858, 1921, 2127, 2143, 2173, 2249, 5393, 6393, 7267, 7268, 7274, 7278, 10349"
6830,6830,"385, 1092, 1421, 1573, 1738, 1794, 4111, 6425, 6754, 7459, 7577, 7797, 7835, 9558, 9875, 10605, 10708, 10717, 11352"
6831,6831,"3316, 4873, 5060, 5313, 5314, 8105, 8325, 9813, 11234"
6832,6832,"72, 315, 877, 878, 1086, 1697, 2446, 2447, 2452, 2472, 2479, 2498, 2503, 2528, 2557, 2561, 2900, 3455, 4768, 4881, 4980, 5030, 5641, 7116, 7642, 7918, 8414, 8503, 8565, 9396, 9488, 9489, 9560, 9618, 9867, 10332, 10944, 11478, 11486"
6833,6833,"4370, 9014, 10705"
6834,6834,"858, 1903"
6835,6835,"289, 385, 995, 1092, 1440, 1446, 1738, 1798, 1893, 2126, 2503, 2816, 2819, 2832, 3583, 3590, 3899, 4080, 4224, 4338, 4355, 4980, 5354, 5649, 6754, 6802, 7275, 7928, 8261, 8503, 9024, 9035, 9388, 9482, 9558, 9618, 9643, 9867, 10575, 10708, 10901, 11120, 11352"
6836,6836,"1676, 2789, 4503, 7659"
6837,6837,"1934, 2151, 2806, 2825, 5433, 5499, 5630, 6398, 6764, 6772, 6773, 6888, 7778, 7942, 7943, 8261, 8270, 8330, 8331, 9728, 9909, 9915"
6838,6838,"1676, 1869, 2181, 2363, 2404, 5478, 9169, 10585"
6839,6839,"1246, 2032, 5110, 5123, 5210, 5211, 7776, 7781, 8247, 9488, 9489, 9780, 10252, 10332, 10717, 10944"
6840,6840,"1086, 1490, 1903, 2349, 2371, 2428, 2692, 3590, 3599, 4784, 6398, 6778, 6788, 6794, 6803, 7119, 7831, 7843, 8692, 9073, 9228, 9256, 9388, 9463, 9482, 9505, 9719, 9915, 11464"
6841,6841,"1676, 4873, 6754, 8325, 9615, 10114, 11471"
6842,6842,"1097, 1436, 1939, 1971, 2576, 4775, 4980, 5451, 5649, 6858, 6963, 7778, 7881, 7882, 8131, 9076, 9944, 10233, 10947, 11058, 11323, 11430"
6843,6843,"961, 7831"
6844,6844,"5889, 5890"
6845,6845,"469, 1068, 1086, 1098, 1113, 1145, 1385, 1474, 1607, 1738, 2151, 2170, 2241, 2344, 2452, 2465, 2692, 2787, 2806, 2834, 3446, 3447, 3448, 3455, 3462, 3463, 3590, 4080, 4338, 4980, 5142, 5143, 5336, 5393, 5487, 6398, 6484, 6763, 6858, 7031, 7213, 7302, 7972, 8030, 8131, 8261, 9388, 9482, 9500, 9505, 9568, 9618, 9886, 9926, 10316, 10421, 10717, 11120, 11135, 11375"
6846,6846,"289, 1738, 1896, 2834, 3493, 3494, 7213"
6847,6847,"971, 1517, 4355, 4377, 5577, 6394, 6766, 6772, 6773, 6827, 7831, 10748, 11118"
6848,6848,"997, 1771, 2349, 3758, 3759, 3899, 4224, 4468, 4517, 4780, 5398, 5577, 5749, 6337, 6772, 6773, 6818, 7631, 7776, 7790, 8270, 8374, 8505, 9568, 10575, 10680, 11145, 11352"
6849,6849,"992, 1086, 1098, 1113, 1490, 1765, 1782, 2032, 2163, 2170, 2338, 2349, 2428, 2692, 2825, 2966, 3455, 3583, 3772, 3773, 3774, 3916, 3993, 4224, 5398, 5577, 6398, 6858, 6967, 6968, 7119, 7776, 7972, 8261, 8270, 9024, 9265, 9388, 9482, 9563, 9568, 9846, 9867, 10575, 10578, 10680, 10944"
6850,6850,"10348, 11118, 11145"
6851,6851,"71, 310, 315, 788, 992, 995, 1086, 1474, 1575, 1651, 1782, 1985, 2032, 2066, 2151, 2170, 2338, 2349, 2428, 2442, 2498, 2571, 2692, 2806, 4111, 4224, 4449, 4495, 4517, 5512, 5513, 5707, 5809, 5828, 6398, 6404, 6780, 6967, 6968, 7256, 7313, 8131, 8270, 8503, 9500, 9558, 9568, 9618, 9719, 9837, 9852, 9867, 10540, 10901, 10944, 11118, 11135, 11258"
6852,6852,1812
6853,6853,"2349, 2692, 2743, 3548, 3592, 4080, 4694, 5208, 5577, 6852, 9388, 9482, 10654"
6854,6854,"7710, 7776"
6855,6855,"2385, 3899, 3916, 5026, 5027, 8199, 9257, 10841, 10850"
6856,6856,"2338, 2349, 2428, 2545, 2546, 2806, 2825, 3094, 4729, 5324, 5385, 6491, 6858, 7772, 8330, 8331, 8852, 9218, 9266, 9433, 9435, 10841, 11271, 11464"
6857,6857,"1847, 2198, 3916, 5398, 6057, 6731, 9024, 9653, 10486"
6858,6858,"4469, 5712, 6731, 6748, 8365, 11145"
6859,6859,"72, 81, 357, 527, 1211, 2163, 2165, 2170, 2428, 2498, 2692, 2752, 2755, 2756, 2966, 3592, 3916, 4008, 4083, 4224, 4715, 4831, 5336, 5398, 5401, 5426, 5707, 5994, 6030, 6057, 6615, 6735, 6736, 7116, 7522, 7563, 7646, 7858, 7928, 8090, 8129, 8270, 8277, 8414, 8781, 8852, 9024, 9258, 9265, 9568, 9837, 10272, 10292, 10600, 10646, 11125, 11478"
6860,6860,"527, 542, 1020, 1794, 1896, 2385, 3899, 4224, 4299, 5026, 5027, 5069, 5354, 5478, 6868, 6889, 7306, 8384, 9257, 9630, 10600, 10841, 10850"
6861,6861,"527, 542, 1020, 1794, 1896, 2385, 3899, 4224, 4299, 5026, 5027, 5069, 5354, 5478, 6868, 6889, 7306, 8384, 9257, 9630, 10600, 10841, 10850"
6862,6862,"2385, 3916, 4224, 4715, 4782, 5398, 6662, 6858, 7896, 7925, 7927, 8414, 8852, 9024, 9837, 10486, 10578, 10646, 11125"
6863,6863,"2670, 3860, 6934, 6967, 6968"
6864,6864,"5707, 5749, 6735, 6736, 10421, 10600"
6865,6865,"992, 2385, 2811, 2819, 3899, 4224, 4898, 4987, 6863, 6889, 7928, 9252, 9915, 10579, 10841"
6866,6866,"58, 212, 3993, 6858, 7465, 8637, 11271"
6867,6867,"6866, 8817"
6868,6868,"475, 476, 1709, 2776, 3330, 3899, 7465, 7710, 8199, 10321"
6869,6869,"6879, 6880"
6870,6870,6889
6871,6871,6889
6872,6872,"1211, 1753, 2308, 2309, 2313, 2428, 2446, 2447, 2498, 2755, 2756, 3064, 3916, 4378, 4540, 4715, 4828, 5325, 6057, 6369, 6851, 6967, 6968, 7621, 7874, 8414, 8783, 8863, 9265"
6873,6873,"81, 1086, 1783, 2347, 2350, 2472, 2561, 5030, 6194, 6195, 7116, 8414, 9669"
6874,6874,6705
6875,6875,"212, 6875"
6876,6876,"3087, 3583, 6731, 6748, 7610, 7900, 7928, 9266, 9433, 10348"
6877,6877,8812
6878,6878,"3918, 5404, 8362"
6879,6879,"4516, 10387"
6880,6880,"995, 3911, 4519, 5707, 6433, 6735, 6736, 8575, 9287"
6881,6881,"4516, 10387"
6882,6882,"995, 3911, 4519, 5707, 6433, 6735, 6736, 8575, 9287"
6883,6883,"253, 254, 255, 1676, 1771, 1815, 2358, 2363, 2428, 2472, 2714, 2787, 2811, 2819, 4224, 4711, 5478, 7306, 8518, 9180, 9265, 10222, 10294, 10820"
6884,6884,"58, 1092, 1520, 3993, 5026, 5027, 6855, 8117, 8119, 8199, 8417, 8637, 9210, 11374"
6885,6885,"606, 676, 860, 1790, 5401, 6967, 6968, 11105, 11125, 11461"
6886,6886,"6740, 6887, 9441, 9442"
6887,6887,"1794, 2268, 2289, 5859, 9210, 9550, 9554, 10222"
6888,6888,"1135, 1145, 1158, 1446, 1738, 1798, 1896, 2385, 2806, 2819, 2825, 3087, 3802, 3899, 4224, 4338, 4732, 5749, 6497, 6731, 6858, 6888, 7790, 7928, 8276, 8852, 9024, 9433, 9615, 10639"
6889,6889,"1020, 1896, 2363, 2385, 2498, 3590, 3899, 5354, 5478, 5749, 6740, 6889, 7928, 9252, 9554, 9558, 9692"
6890,6890,"1202, 4696, 4732, 8397, 10506"
6891,6891,"2399, 9635, 11276"
6892,6892,"706, 992, 1215, 3758, 3759, 5069, 6740, 6872, 6873, 7928, 10841"
6893,6893,"1763, 2349, 5324, 9081"
6894,6894,"4269, 5828, 6757"
6895,6895,"2404, 5369, 7897, 8362"
6896,6896,"72, 1062, 1145, 1582, 1860, 2385, 2392, 3455, 4299, 5026, 5027, 8261, 9846, 10639"
6897,6897,"4715, 4743, 7606, 7874, 8414"
6898,6898,"65, 72, 606, 779, 1086, 1145, 1211, 1462, 1575, 2032, 2066, 2163, 2170, 2349, 2428, 2692, 2752, 2966, 3592, 3993, 4715, 5336, 5419, 6369, 7508, 7858, 8030, 8129, 8414, 8565, 8795, 8947, 9073, 9482, 9612, 9837, 10332, 10644, 10654, 10944"
6899,6899,"684, 779, 1155, 1212, 1818, 2151, 2308, 2309, 4694, 5253, 5254, 5828, 6369, 7046, 7047, 7972, 8030, 8841, 9256, 9388, 9463, 9502, 9748, 9852, 10654, 10913, 10944"
6900,6900,"212, 1429, 4312, 5030, 5875, 7002, 7957, 7958, 8414, 9711, 10412"
6901,6901,2361
6902,6902,"212, 1429, 4312, 5030, 5875, 7002, 7957, 7958, 8414, 9711, 10412"
6903,6903,2361
