,state_query,action_result
3605,3605,"71, 81, 1086, 1738, 2066, 2151, 2410, 2692, 3455, 5828, 8131, 8411, 8795, 9482, 9488, 9489, 10421, 10944"
3606,3606,"318, 384, 385, 1140, 1738, 1798, 1992, 1993, 2787, 3087, 4315, 4797, 6754, 8795, 9033, 9194, 9500, 9505, 9618, 9944, 10272, 10717, 11478"
3607,3607,"311, 3607, 4218, 10421"
3608,3608,"766, 1098, 1474, 1573, 1896, 1935, 2344, 2792, 2793, 3446, 3447, 3448, 3455, 3590, 3609, 5487, 6763, 7031, 7302, 8387, 8684, 9505, 9728, 9886, 10717, 10826"
3609,3609,"788, 1474, 1782, 2214, 2692, 6484, 6763, 6778, 6858, 7302, 9256, 10421, 10727"
3610,3610,"753, 5651, 6249, 10551"
3611,3611,7365
3612,3612,7365
3613,3613,"3610, 3631, 3707"
3614,3614,"3631, 3707"
3615,3615,"1798, 1847, 3583, 7914, 7915, 7928, 10638, 11145, 11243"
3616,3616,9734
3617,3617,"71, 604, 1474, 3493, 3494, 4080, 5142, 5143, 5487, 5540, 5797, 6699, 7342, 8931, 9073, 9138, 9462, 9482, 9502, 9505, 9650, 10561, 10745, 10791, 11174, 11187"
3618,3618,9734
3619,3619,"71, 604, 1474, 3493, 3494, 4080, 5142, 5143, 5487, 5540, 5797, 6699, 7342, 8931, 9073, 9138, 9462, 9482, 9502, 9505, 9650, 10561, 10745, 10791, 11174, 11187"
3620,3620,"2432, 2714, 3042, 3043, 5114, 8165, 9520"
3621,3621,"2432, 2714, 3042, 3043, 5114, 8165, 9520"
3622,3622,3611
3623,3623,"2067, 2952, 4180, 5142, 5143, 6550, 7365, 9138"
3624,3624,"1446, 3330, 5031, 5487, 6269"
3625,3625,"151, 4405, 6681, 6744, 6745, 7864, 7951"
3626,3626,"3899, 4224, 4884, 6735, 6736, 6748, 6873, 7306, 7909, 7928, 8206, 8207, 9657, 10841"
3627,3627,"108, 9438, 9493"
3628,3628,"215, 3133, 3134, 3154, 3622, 3665, 5247, 8440"
3629,3629,"3227, 5828, 6778, 7410, 7848"
3630,3630,"3624, 3630"
3631,3631,"3611, 3624, 8980"
3632,3632,"4793, 4862, 4863"
3633,3633,"2539, 5487, 8684"
3634,3634,"602, 1462, 1475, 2318, 2319, 3264, 3909, 4831, 6484, 6581, 7874, 8414, 8709, 9498, 9655"
3635,3635,7298
3636,3636,"72, 519, 624, 739, 992, 1062, 1086, 1138, 1446, 1575, 2032, 2148, 2163, 2338, 2349, 2406, 2407, 2692, 3583, 3590, 3899, 4224, 5354, 6731, 6735, 6736, 6788, 6868, 7900, 7928, 8270, 8503, 8685, 8852, 9252, 9433, 9500, 9568, 9630, 10944"
3637,3637,7528
3638,3638,7528
3639,3639,"636, 1098, 2952, 4160, 4161, 5142, 5143, 8683, 8684, 9625, 11330"
3640,3640,"81, 1098, 1113, 1890, 2692, 3592, 4405, 5388, 5844, 6322, 6974, 7302, 8030, 8416, 8483, 8684, 9886, 10690"
3641,3641,"1086, 1098, 1145, 1575, 1737, 2170, 2452, 2692, 3576, 4405, 4826, 5253, 5254, 5487, 5641, 5746, 7302, 7972, 7980, 8483, 9482, 10421, 10654"
3642,3642,"222, 247, 284, 807, 812, 816, 933, 992, 1068, 1561, 1676, 1794, 1896, 2363, 2599, 2834, 3729, 3940, 4214, 4315, 4503, 4512, 4513, 6173, 6740, 8975, 9204, 9542, 9909, 10286, 10370, 10717"
3643,3643,"81, 1098, 1113, 1890, 2692, 3592, 4405, 5388, 5844, 6322, 6974, 7302, 8030, 8416, 8483, 8684, 9886, 10690"
3644,3644,"1086, 1098, 1145, 1575, 1737, 2170, 2452, 2692, 3576, 4405, 4826, 5253, 5254, 5487, 5641, 5746, 7302, 7972, 7980, 8483, 9482, 10421, 10654"
3645,3645,"222, 247, 284, 807, 812, 816, 933, 992, 1068, 1561, 1676, 1794, 1896, 2363, 2599, 2834, 3729, 3940, 4214, 4315, 4503, 4512, 4513, 6173, 6740, 8975, 9204, 9542, 9909, 10286, 10370, 10717"
3646,3646,"81, 1098, 1113, 1890, 2692, 3592, 4405, 5388, 5844, 6322, 6974, 7302, 8030, 8416, 8483, 8684, 9886, 10690"
3647,3647,"1086, 1098, 1145, 1575, 1737, 2170, 2452, 2692, 3576, 4405, 4826, 5253, 5254, 5487, 5641, 5746, 7302, 7972, 7980, 8483, 9482, 10421, 10654"
3648,3648,"222, 247, 284, 807, 812, 816, 933, 992, 1068, 1561, 1676, 1794, 1896, 2363, 2599, 2834, 3729, 3940, 4214, 4315, 4503, 4512, 4513, 6173, 6740, 8975, 9204, 9542, 9909, 10286, 10370, 10717"
3649,3649,"723, 3883, 3884, 4083, 8414, 8775"
3650,3650,"3653, 3654, 9219"
3651,3651,"723, 3883, 3884, 4083, 8414, 8775"
3652,3652,"3653, 3654, 9219"
3653,3653,"723, 3883, 3884, 4083, 8414, 8775"
3654,3654,"3653, 3654, 9219"
3655,3655,"3590, 3623, 3630, 3655, 3664, 3702, 4653, 4654, 5231, 6269, 6852, 7426, 10551, 10690"
3656,3656,"71, 1474, 1738, 3185, 3339, 3455, 4080, 4190, 5002, 5418, 5881, 10491"
3657,3657,"1475, 8503, 9396, 9473, 9500, 10351, 10805"
3658,3658,"911, 7031, 8684, 8685"
3659,3659,"19, 5976, 11494"
3660,3660,"71, 72, 1130, 1771, 1969, 2010, 2032, 2395, 3312, 4080, 4694, 6382, 6830, 7365, 7776, 8874, 9863, 9935, 9936, 10292, 10311, 10643, 10708, 11226, 11248, 11255, 11256, 11258"
3661,3661,"737, 753, 3694, 3695"
3662,3662,"3624, 3631, 3665, 5487, 5724"
3663,3663,"607, 1814, 1939, 3694, 3695, 3702, 5393, 7508, 7522, 7718, 7744, 9222, 9746, 10224, 10654, 10690"
3664,3664,"2342, 3330, 3631, 3914, 4136, 5487, 6268, 7210, 7731, 9743, 9746, 10556"
3665,3665,"8, 700, 701, 753, 3694, 3695, 3702, 4151, 5211, 5851, 6003, 6946, 7522, 9102, 9581, 10654, 10690"
3666,3666,"106, 1010, 1662, 2041, 2769, 2770, 3542, 6519, 9542, 10286, 10780"
3667,3667,"795, 1333, 10654, 10690, 11399"
3668,3668,"5231, 5425, 5487, 5651, 10642"
3669,3669,"600, 601, 2562, 2563, 2564, 7023, 7024, 7365, 11232"
3670,3670,3707
3671,3671,3611
3672,3672,"479, 480, 2425, 5557, 5708, 10836"
3673,3673,"3611, 8672"
3674,3674,"598, 599, 3611, 3631"
3675,3675,"1135, 4224, 7306, 8503, 9505, 9608"
3676,3676,"851, 2707, 2708, 2709, 3363, 3638, 3694, 3695, 3698, 6656, 6990, 7522"
3677,3677,"540, 542, 1020, 1092, 1104, 1105, 1771, 1896, 2385, 2404, 2479, 2498, 3583, 3592, 4224, 4711, 4732, 5717, 6649, 6892, 7548, 7778, 7928, 8270, 8518, 9252, 9265, 9568, 9623, 9624, 9853, 9915, 10646, 10802, 10901"
3678,3678,"64, 1680, 1860, 2112, 4405, 9205, 9915, 9926, 11478"
3679,3679,"64, 1680, 1860, 2112, 4405, 9205, 9915, 9926, 11478"
3680,3680,"137, 138, 2618, 2619, 3323, 4399, 5865, 5866, 6328, 6333, 6443, 8472, 9130, 9131, 11203, 11243"
3681,3681,"492, 495, 783, 1216, 1721, 1740, 2627, 3339, 5044, 6113, 6362, 9033, 10246, 10281, 10351, 10605, 10670, 10805"
3682,3682,"2181, 5810, 6754, 8325, 9657"
3683,3683,"577, 10310"
3684,3684,"65, 607, 650, 1086, 1651, 1934, 1939, 2692, 2752, 2755, 2756, 2966, 3003, 3004, 3191, 3952, 4775, 5828, 6087, 6780, 7348, 8030, 8270, 8440, 9167, 9194, 9222, 9568, 10272"
3685,3685,"267, 2283, 3684, 3685, 7983, 9374, 9393"
3686,3686,"2769, 2770, 3485, 3583, 3590, 4980, 5487, 5629, 5665, 5666, 5667, 6130, 6519, 7044, 7365, 10574, 10944, 11271"
3687,3687,"1738, 1939, 5393, 8503, 9396, 9482, 9618, 10654"
3688,3688,"1474, 1495, 1738, 2792, 2793, 2811, 3688, 4224, 5393, 5918, 7306, 7386, 7928, 8503, 8518, 9558, 9568, 9630, 10841"
3689,3689,"1385, 7002, 7046, 7047, 9867, 10849"
3690,3690,"1215, 5110, 9302, 10605"
3691,3691,"3694, 3695, 3702, 7522"
3692,3692,"860, 2528, 3548, 3592, 3739, 4144, 5208, 5223, 5231, 7508, 9390, 9748, 10654, 11491, 11496"
3693,3693,3692
3694,3694,"1807, 1934, 2741, 3694, 3695, 4144, 4234, 5487, 6313, 9746, 9998, 10311, 11397, 11398"
3695,3695,"1158, 2233, 3446, 3447, 3448, 4711, 5069, 6009, 6024, 6740, 8188, 8252, 8975, 10286"
3696,3696,"3694, 3695"
3697,3697,"572, 577, 1939, 3702, 8030, 9746"
3698,3698,"3385, 4588, 8039, 11500"
3699,3699,3701
3700,3700,3701
3701,3701,"58, 2131, 2692, 4315, 6382, 6550, 6763, 7508, 9004, 9073, 9100, 9102, 9228, 9608, 11258, 11375"
3702,3702,"71, 289, 1086, 1145, 1446, 1738, 1934, 2349, 2692, 3583, 3590, 4224, 4622, 4736, 5487, 6130, 6858, 6990, 9073, 9194, 10654, 11271"
3703,3703,3708
3704,3704,"593, 3565, 3694, 3695, 4180, 5560, 7731"
3705,3705,"71, 788, 1385, 1634, 1635, 2349, 5393, 6130, 6315, 6341, 7591, 7621, 8685, 9256, 9463, 9482, 9505, 11258, 11271"
3706,3706,"9043, 9138, 10771, 11231"
3707,3707,10800
3708,3708,"310, 1092, 2966, 3087, 3583, 3590, 4224, 5235, 8503, 9138, 9568, 10771"
3709,3709,"71, 395, 396, 570, 1138, 1158, 1280, 1290, 1492, 1533, 2213, 9469, 9505, 10745"
3710,3710,"753, 3590, 3611, 3623, 3624, 5231, 6550"
3711,3711,"3485, 3550, 3551, 4402, 5487, 6313, 9138, 9151, 10637"
3712,3712,"3719, 3720, 3793"
3713,3713,"1170, 2104, 2338, 3995, 3996, 4405, 5333, 5941, 6275, 6276, 7316, 7448, 9388, 11440"
3714,3714,"3719, 3720"
3715,3715,"1092, 1651, 2966, 4539, 4766, 5333, 5828, 6016, 6017, 6369, 6954, 8061, 8270, 8277, 10481, 11118"
3716,3716,"821, 3294"
3717,3717,"1092, 1651, 2966, 4539, 4766, 5333, 5828, 6016, 6017, 6369, 6954, 8061, 8270, 8277, 10481, 11118"
3718,3718,"821, 3294"
3719,3719,"71, 1135, 1138, 1421, 1446, 1738, 1869, 2349, 2966, 3583, 3899, 4224, 4393, 4402, 5026, 5027, 6130, 6460, 6780, 6802, 7154, 7155, 7318, 7900, 7928, 8117, 8206, 8207, 8503, 9024, 9033, 9081, 9194, 9252, 9433, 9482, 9505, 10337, 10574, 10639, 10944, 11258, 11471"
3720,3720,"2406, 2407, 4807, 6705, 8414, 9867"
3721,3721,"553, 3952, 5610, 5828, 11200"
3722,3722,"1335, 2169, 2361, 3797, 3819, 4433, 5429, 5772, 5784, 7002, 7606, 7621, 9318, 9734, 10727"
3723,3723,"4224, 5540, 10605"
3724,3724,"1335, 2169, 2361, 3797, 3819, 4433, 5429, 5772, 5784, 7002, 7606, 7621, 9318, 9734, 10727"
3725,3725,"4224, 5540, 10605"
3726,3726,"1211, 1244, 2163, 2198, 5389, 8129, 10368, 10426"
3727,3727,"310, 3244, 3726, 5235, 7046, 7047, 7342, 9138, 10045, 10429, 11249"
3728,3728,"1584, 5508, 5509, 7365"
3729,3729,"1584, 5508, 5509, 7365"
3730,3730,7923
3731,3731,"3549, 3583, 3899, 5498, 7928, 8446, 9424, 10363, 10600, 11232, 11243"
3732,3732,"310, 1130, 1573, 1578, 1666, 1681, 1794, 4694, 5290, 5333, 5410, 5956, 6605, 7052, 8503, 9482, 9488, 9489, 10045, 10708, 10771"
3733,3733,"10331, 10718"
3734,3734,"992, 1771, 2631, 3899, 4224, 6740, 10337, 10605"
3735,3735,"310, 385, 492, 1740, 3819, 9033, 9505, 10400, 11058, 11222, 11358"
3736,3736,"71, 310, 492, 600, 601, 762, 968, 1290, 4080, 4783, 7062, 8318, 9033, 9483, 10252, 10429, 10605, 10717, 11068, 11222"
3737,3737,"332, 1818, 4994, 6780, 7790, 8503, 8708, 9610"
3738,3738,"71, 385, 783, 1738, 2032, 2066, 2349, 2599, 3455, 4315, 4517, 5100, 5253, 5254, 5410, 6927, 9505, 9630, 9719, 9722, 9724, 9935, 9936, 10310, 10717, 10771, 10901"
3739,3739,"71, 385, 783, 1738, 2032, 2066, 2349, 2599, 3455, 4315, 4517, 5100, 5253, 5254, 5410, 6927, 9505, 9630, 9719, 9722, 9724, 9935, 9936, 10310, 10717, 10771, 10901"
3740,3740,"2842, 8564, 9002, 9003"
3741,3741,"8, 310, 311, 448, 469, 485, 1268, 2274, 2292, 2406, 2407, 2443, 3921, 4080, 4807, 5380, 5393, 7932, 7974, 8446, 8989, 9318, 9488, 9489, 9500, 9734, 9739, 9780, 9867, 10421, 10426, 10477, 11058, 11222"
3742,3742,"8, 71, 527, 1117, 1575, 2151, 2338, 2428, 2571, 2692, 4299, 4435, 4715, 5336, 5346, 6484, 8430, 8784, 9837, 9852, 9915"
3743,3743,"8, 310, 311, 448, 469, 485, 1268, 2274, 2292, 2406, 2407, 2443, 3921, 4080, 4807, 5380, 5393, 7932, 7974, 8446, 8989, 9318, 9488, 9489, 9500, 9734, 9739, 9780, 9867, 10421, 10426, 10477, 11058, 11222"
3744,3744,"8, 71, 527, 1117, 1575, 2151, 2338, 2428, 2571, 2692, 4299, 4435, 4715, 5336, 5346, 6484, 8430, 8784, 9837, 9852, 9915"
3745,3745,"451, 1607, 5798, 9632, 10118, 10580, 11365"
3746,3746,"451, 1607, 5798, 9632, 10118, 10580, 11365"
3747,3747,"553, 1746, 1747"
3748,3748,"71, 310, 606, 1155, 1474, 1530, 1737, 2151, 2170, 3813, 4080, 8408, 8503, 9488, 9489, 10238, 10717, 10727, 10871, 10944"
3749,3749,"7062, 11217, 11222"
3750,3750,"235, 236, 237, 1345, 4694, 9868, 10992, 11068"
3751,3751,"1, 5035, 5036, 5768, 5771, 8894"
3752,3752,"71, 1716, 4402, 7266, 11249, 11255"
3753,3753,"395, 396, 4332, 5196, 5387, 6572, 9190, 10586, 11206, 11259"
3754,3754,"156, 165, 719, 1462, 2452, 2576, 2601, 3726, 3753, 3797, 3800, 4694, 6990, 7342, 8403, 8414, 11025"
3755,3755,"81, 1086, 1385, 2966, 6130, 6315, 9183, 9388, 9868, 10944, 11271"
3756,3756,"1385, 1575, 2446, 2447, 3064, 4332, 4980, 6398"
3757,3757,"1474, 2428, 3140, 3957, 6740, 8503, 9252, 10337, 11082"
3758,3758,"1385, 1575, 2446, 2447, 3064, 4332, 4980, 6398"
3759,3759,"1474, 2428, 3140, 3957, 6740, 8503, 9252, 10337, 11082"
3760,3760,"1385, 3726, 3793, 3993, 4623, 7002, 9407, 11258"
3761,3761,"1027, 1651, 1890, 2966, 3916, 3993, 4775, 7302, 9073, 9867"
3762,3762,"1859, 5158, 6739, 7274, 7752, 8809, 8942, 9615"
3763,3763,"542, 572, 606, 1145, 1446, 1782, 1883, 1893, 2032, 2344, 2349, 2794, 2795, 2900, 3907, 4715, 5123, 5253, 5254, 5324, 5746, 6020, 6341, 7119, 7506, 8030, 8414, 8503, 8620, 8684, 8852, 9073, 9276, 9482, 9502, 9505, 9630, 9633, 9748, 9886, 10332, 10382, 11135"
3764,3764,"7154, 7155"
3765,3765,"378, 2631, 2958, 3800, 4870, 11075"
3766,3766,"1576, 2406, 2407, 2498, 2503, 3213, 3753, 3797, 4980, 8270, 8414, 8657, 9407, 11058, 11486"
3767,3767,"8325, 8329, 11243"
3768,3768,"5166, 7365"
3769,3769,"1576, 2406, 2407, 2498, 2503, 3213, 3753, 3797, 4980, 8270, 8414, 8657, 9407, 11058, 11486"
3770,3770,"8325, 8329, 11243"
3771,3771,"5166, 7365"
3772,3772,"1576, 2406, 2407, 2498, 2503, 3213, 3753, 3797, 4980, 8270, 8414, 8657, 9407, 11058, 11486"
3773,3773,"8325, 8329, 11243"
3774,3774,"5166, 7365"
3775,3775,"1737, 1738, 2406, 2407, 5410, 8503, 9033, 9482, 9488, 9489"
3776,3776,"1211, 3797, 3883, 3884, 3952, 5325, 8414, 11111"
3777,3777,"2966, 4694, 6028, 6369, 8026, 9868, 10332, 11068"
3778,3778,"1047, 1048, 1420, 1866, 2104, 2264, 2452, 3753, 3797, 3993, 4332, 4694, 4705, 5168, 5525, 6395, 6454, 6592, 6954, 7437, 8261, 8403, 8565, 8657, 9868, 11068, 11075, 11077, 11361"
3779,3779,"8, 72, 79, 81, 1086, 2066, 2170, 2452, 2472, 2503, 2692, 2900, 3493, 3494, 11347"
3780,3780,"8, 72, 79, 81, 1086, 2066, 2170, 2452, 2472, 2503, 2692, 2900, 3493, 3494, 11347"
3781,3781,"3995, 3996"
3782,3782,"1268, 2617, 3921, 3952, 4684, 4685, 4693, 4807, 4831, 5426, 5610, 7004, 8414"
3783,3783,"8, 292, 310, 723, 784, 1575, 2692, 2752, 3797, 3819, 4980, 6341, 6369, 7606, 8414, 9488, 9489, 10429, 10654, 11058, 11222, 11258"
3784,3784,"71, 1019, 1104, 1105, 1432, 1721, 2557, 2599, 5401, 5419, 7595, 8795, 9108, 9618, 10741, 10748"
3785,3785,"8, 292, 310, 723, 784, 1575, 2692, 2752, 3797, 3819, 4980, 6341, 6369, 7606, 8414, 9488, 9489, 10429, 10654, 11058, 11222, 11258"
3786,3786,"71, 1019, 1104, 1105, 1432, 1721, 2557, 2599, 5401, 5419, 7595, 8795, 9108, 9618, 10741, 10748"
3787,3787,"8, 292, 310, 723, 784, 1575, 2692, 2752, 3797, 3819, 4980, 6341, 6369, 7606, 8414, 9488, 9489, 10429, 10654, 11058, 11222, 11258"
3788,3788,"71, 1019, 1104, 1105, 1432, 1721, 2557, 2599, 5401, 5419, 7595, 8795, 9108, 9618, 10741, 10748"
3789,3789,"65, 780, 877, 878, 1575, 2066, 2152, 2292, 2328, 2557, 2594, 3797, 3883, 3884, 3909, 4743, 4831, 4980, 5418, 5610, 5828, 5886, 6499, 6705, 7105, 7606, 7874, 8414, 9792, 9824, 9867, 10181, 10377, 10805, 10871, 11058, 11365"
3790,3790,"31, 59, 71, 223, 4080, 4444, 4671, 6934"
3791,3791,"229, 230, 231, 3726, 6315, 9238"
3792,3792,"229, 230, 231, 3726, 6315, 9238"
3793,3793,"3719, 3753"
3794,3794,"3244, 3776, 3794, 3795, 11068, 11075, 11249"
3795,3795,"1903, 3960, 3961, 4413, 5326, 5327, 6491, 6886, 8816, 9256, 9277, 9424, 11258, 11453"
3796,3796,"5410, 8503"
3797,3797,"58, 65, 1086, 1145, 1385, 1490, 2452, 2545, 2546, 2692, 2971, 3455, 3797, 3993, 4061, 4111, 4694, 4959, 4980, 5333, 6130, 6369, 8026, 8261, 8565, 8657, 9073, 9388, 9463, 9482, 9867, 9868, 10944, 11068, 11256, 11271"
3798,3798,"1118, 1345, 2105, 2106, 2264, 2952, 3753, 3797, 3993, 4694, 5525, 6250, 6293, 6852, 7023, 7024, 7473, 9388, 9413, 10157, 10992, 11221, 11256, 11375"
3799,3799,4549
3800,3800,"684, 851, 1145, 1890, 2081, 2136, 2308, 2309, 2318, 2715, 2952, 3814, 5837, 5838, 6550, 6681, 6941, 9256, 9388, 9405, 11271"
3801,3801,"89, 1490, 1498, 1738, 1866, 2446, 2447, 2452, 2472, 3455, 4332, 5336, 6579, 8131, 8261, 8503, 8565, 8708, 8795, 9073, 9163, 9488, 9489, 9618, 10332, 10372, 10741, 10944, 11440"
3802,3802,"81, 1434, 1759, 1760, 1799, 1815, 2296, 2557, 3007, 3013, 4294, 5424, 6619, 7642, 8174, 8783, 9341, 9758, 10820, 11347, 11440"
3803,3803,"899, 1017, 2148, 2214, 2428, 6213, 7058, 9164, 10337, 10575, 11345"
3804,3804,"8, 89, 607, 1086, 1145, 1737, 1992, 1993, 2338, 2399, 2406, 2407, 2428, 2692, 4224, 5393, 6341, 6780, 8792, 8841, 9369, 9482, 9500, 9739, 9926, 10426, 10643, 10654"
3805,3805,"8, 65, 877, 878, 1086, 1113, 1866, 2095, 2170, 2399, 2452, 2472, 2503, 2692, 2966, 3993, 4694, 4980, 5828, 6341, 6369, 6398, 6780, 7105, 8277, 8414, 9073, 9287, 9867, 9868, 10426, 10654, 10944"
3806,3806,3753
3807,3807,"65, 72, 860, 1145, 1211, 1737, 2428, 2452, 2472, 2692, 3046, 3264, 3455, 3614, 3615, 5828, 6615, 7116, 7508, 7980, 8129, 8279, 8414, 8565, 8947, 9369, 9868, 10332, 10426, 10654, 10944"
3808,3808,"384, 1020, 1246, 5069, 5354, 6873, 7797, 8179, 8180, 8379, 8380, 8384, 8389, 8696, 9075, 10337, 10850"
3809,3809,"1996, 3726, 3793, 6816, 7365, 7710, 8942, 9256, 9935, 9936"
3810,3810,1122
3811,3811,"743, 1027, 4694, 6888, 7002, 7710, 7772, 7790, 8261, 9488, 9489, 10273"
3812,3812,"185, 1890, 2308, 2309, 4310, 4405, 4826, 4838, 5325, 5333, 5641, 5828, 6322, 6681, 6744, 6745, 7193, 7744, 7874, 7980, 8483, 9073, 9388, 9868, 10690, 11271"
3813,3813,"65, 719, 1086, 1211, 1333, 2237, 2452, 2472, 2692, 2966, 3264, 4061, 4935, 6016, 6017, 6130, 6369, 7116, 8414, 8565, 9369, 9482, 9618, 9868, 10377, 10654, 10944, 11256, 11496"
3814,3814,"65, 214, 780, 1113, 1211, 1490, 1516, 1866, 2692, 3883, 3884, 4332, 4626, 4627, 5290, 5333, 5336, 5828, 6780, 7002, 7508, 7732, 8129, 8414, 8565, 8947, 9073, 9221, 9304, 9867, 10332, 10613, 10654, 10690, 11183"
3815,3815,"120, 121, 122, 4298, 4947, 4948, 5325, 5941, 7636, 8129, 8414, 8734"
3816,3816,"1279, 1521, 1703, 2181, 2404, 3549, 4402, 8318, 8325, 8461, 10605, 11243"
3817,3817,"120, 121, 122, 4298, 4947, 4948, 5325, 5941, 7636, 8129, 8414, 8734"
3818,3818,"1279, 1521, 1703, 2181, 2404, 3549, 4402, 8318, 8325, 8461, 10605, 11243"
3819,3819,"65, 1385, 2237, 2249, 2406, 2407, 2561, 2888, 2966, 3455, 3583, 4980, 5030, 5429, 7898, 7923, 7927, 8414, 9033, 9073, 9482, 9500, 9867, 9868, 10654, 11058, 11068, 11075, 11222"
3820,3820,"684, 2308, 2309, 6545, 6656, 10690"
3821,3821,"684, 2308, 2309, 6545, 6656, 10690"
3822,3822,"524, 2498, 3649, 3650, 4714, 5030, 6620, 6851, 8090, 8414, 10646"
3823,3823,"71, 1474, 1716, 2122, 2123, 2900, 4405, 5333, 5429, 5543, 6802, 7002, 7843, 8503, 8657, 9073, 9734, 9926, 10944, 11365"
3824,3824,"7578, 7898, 7900, 8345, 8414, 8446, 9867, 10913"
3825,3825,"2617, 3491, 3492, 4378, 4831, 5610, 8414, 9790"
3826,3826,"2056, 8925, 9102, 9374"
3827,3827,"3014, 3845, 5145, 5171"
3828,3828,"385, 1021, 1738, 2052, 2730, 9558, 10281, 10717"
3829,3829,"2535, 2562, 2563, 2564, 5313, 5314, 7365, 7601"
3830,3830,"247, 385, 650, 1676, 1794, 3899, 3940, 3977, 4315, 4512, 4513, 4517, 5037, 5038, 5918, 6065, 7306, 7386, 7797, 8206, 8207, 8325, 9558, 9615, 9630, 10730, 10792, 10850, 11276"
3831,3831,"3014, 3845, 5145, 5171"
3832,3832,"385, 1021, 1738, 2052, 2730, 9558, 10281, 10717"
3833,3833,"2535, 2562, 2563, 2564, 5313, 5314, 7365, 7601"
3834,3834,"247, 385, 650, 1676, 1794, 3899, 3940, 3977, 4315, 4512, 4513, 4517, 5037, 5038, 5918, 6065, 7306, 7386, 7797, 8206, 8207, 8325, 9558, 9615, 9630, 10730, 10792, 10850, 11276"
3835,3835,"3014, 3845, 5145, 5171"
3836,3836,"385, 1021, 1738, 2052, 2730, 9558, 10281, 10717"
3837,3837,"2535, 2562, 2563, 2564, 5313, 5314, 7365, 7601"
3838,3838,"247, 385, 650, 1676, 1794, 3899, 3940, 3977, 4315, 4512, 4513, 4517, 5037, 5038, 5918, 6065, 7306, 7386, 7797, 8206, 8207, 8325, 9558, 9615, 9630, 10730, 10792, 10850, 11276"
3839,3839,"3014, 3845, 5145, 5171"
3840,3840,"385, 1021, 1738, 2052, 2730, 9558, 10281, 10717"
3841,3841,"2535, 2562, 2563, 2564, 5313, 5314, 7365, 7601"
3842,3842,"247, 385, 650, 1676, 1794, 3899, 3940, 3977, 4315, 4512, 4513, 4517, 5037, 5038, 5918, 6065, 7306, 7386, 7797, 8206, 8207, 8325, 9558, 9615, 9630, 10730, 10792, 10850, 11276"
3843,3843,"3845, 3882, 4705, 7448, 8158, 8159, 11489"
3844,3844,"2952, 3876, 5772, 10727"
3845,3845,"3878, 7637"
3846,3846,"4831, 5886"
3847,3847,"2179, 3882, 3883, 3884, 3952, 4826, 4838, 5325, 5610, 5998, 7448, 7749, 7916"
3848,3848,"7916, 8414, 11363"
3849,3849,"2442, 2472, 2503, 2602, 2958, 2966, 3876, 4980, 6764, 6772, 6773, 7778, 7918, 8131, 8261, 8795, 8852, 9886, 10272, 11171, 11323, 11347"
3850,3850,"385, 2341, 2363, 2367, 2435, 2460, 2489, 3211, 5454, 5455, 7306, 9558, 9618, 10717, 11132"
3851,3851,"1086, 1098, 1474, 1575, 2118, 2452, 2472, 2503, 2719, 3876, 4838, 6484, 7778, 11347"
3852,3852,"1086, 1098, 1474, 1575, 2118, 2452, 2472, 2503, 2719, 3876, 4838, 6484, 7778, 11347"
3853,3853,"723, 1098, 1113, 2452, 3030, 3173, 4826, 4838, 5333, 5630, 5772, 6763, 6846, 6974, 7302, 8483, 10690, 10727, 11375, 11489"
3854,3854,"2452, 3139, 3845, 3876, 5630, 5635, 5636, 5641, 5673, 6764, 6888, 7198, 8931, 10316"
3855,3855,5630
3856,3856,"6519, 6550"
3857,3857,"6519, 6550"
3858,3858,"2692, 3876, 4980, 8129"
3859,3859,"58, 72, 606, 1145, 1462, 1474, 1490, 2012, 2151, 2170, 2349, 2452, 2715, 4080, 4435, 5123, 5333, 5577, 5641, 6394, 6888, 7302, 7831, 7843, 8030, 8483, 9073, 9388, 9435, 9886, 9926, 10944, 11258, 11271"
3860,3860,"1446, 1474, 1490, 1558, 1575, 1860, 2122, 2123, 2151, 2446, 2447, 2460, 2465, 2472, 2503, 2806, 3455, 3876, 4980, 5746, 7302, 7778, 8131, 9073, 9505, 9898, 9926, 11352, 11478"
3861,3861,"2644, 3186, 8286"
3862,3862,"1139, 2452, 2503, 3455, 4980, 8261, 9073, 11171"
3863,3863,"1293, 1462, 2452, 3876, 3893, 6764, 6772, 6773, 8295, 10316"
3864,3864,"1293, 1462, 2452, 3876, 3893, 6764, 6772, 6773, 8295, 10316"
3865,3865,"444, 1104, 1105, 1521, 1676, 1869, 5478, 6873, 7928, 8206, 8207, 8503, 9169, 9621, 9622, 10585, 10741"
3866,3866,"5290, 8417, 9073, 10332, 10944, 11271"
3867,3867,"5290, 8417, 9073, 10332, 10944, 11271"
3868,3868,"71, 1580, 1934, 2136, 3412, 3413, 4405, 5324, 7913, 9073, 10944, 11271"
3869,3869,"2361, 2952, 3876, 3885, 3886, 3952, 9581, 9816, 10444, 10534"
3870,3870,"3858, 11361"
3871,3871,"1387, 7345, 7346, 8925"
3872,3872,"3858, 11361"
3873,3873,"1387, 7345, 7346, 8925"
3874,3874,11485
3875,3875,"1135, 1676, 3569, 3899, 5404, 6731, 7928, 8206, 8207, 8448, 8449, 11145"
3876,3876,8142
